Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Category,Item_Outlet_Sales
11.1,Non-Edible,0.033243813,Household,119.3124,1,Tier 3,Supermarket Type2,NC,627.32446
10.695,Low Fat,0.05811924,Fruits and Vegetables,63.0536,2,Tier 2,Supermarket Type1,FD,-55.58394
7.81,Regular,0.055312618,Canned,124.7046,1,Tier 1,Supermarket Type1,FD,606.21136
21.2,Regular,0.007039648000000001,Starchy Foods,172.4738,0,Tier 2,Supermarket Type1,FD,-142.0952
6.825,Non-Edible,0.060090767,Health and Hygiene,266.3226,1,Tier 3,Supermarket Type2,NC,627.32446
8.1,Low Fat,0.0,Fruits and Vegetables,212.9902,0,Tier 1,Supermarket Type1,FD,-82.86618
15.85,Regular,0.10993943199999999,Frozen Foods,39.2506,2,Tier 3,Supermarket Type1,FD,-45.134285
10.0,Non-Edible,0.0,Household,248.675,1,Tier 1,Supermarket Type1,NC,578.3331
6.425,Low Fat,0.010459399,Canned,117.6808,2,Tier 2,Supermarket Type1,FD,648.098
15.5,Regular,0.100681984,Fruits and Vegetables,198.3768,2,Tier 3,Supermarket Type1,FD,-63.109657
13.42606890459367,Regular,0.016572696,Frozen Foods,96.2726,1,Tier 3,Supermarket Type3,FD,-22.342669
16.7,Low Fat,0.070263971,Dairy,218.385,1,Tier 1,Supermarket Type1,FD,-64.890816
19.0,Regular,0.097464425,Frozen Foods,47.7718,1,Tier 1,Supermarket Type1,FD,-108.00443
12.15,Non-Edible,0.14504086,Health and Hygiene,224.4404,0,Tier 1,Supermarket Type1,NC,578.3331
12.3,Regular,0.05844549,Snack Foods,57.8562,2,Tier 2,Supermarket Type1,FD,-45.134285
16.1,Regular,0.0,Frozen Foods,35.6558,1,Tier 1,Supermarket Type1,FD,-108.00443
11.85,Regular,0.050289178,Fruits and Vegetables,165.4526,1,Tier 3,Supermarket Type2,FD,-41.890514
15.1,Regular,0.10626452800000001,Fruits and Vegetables,42.3796,2,Tier 2,Supermarket Type1,FD,-63.109657
8.6,Non-Edible,0.150961966,Household,114.1176,2,Tier 3,Grocery Store,NC,653.6019
20.25,Regular,0.024761046000000002,Dairy,193.5162,2,Tier 3,Grocery Store,FD,89.167206
5.88,Low Fat,0.0035914140000000002,Hard Drinks,153.3998,0,Tier 2,Supermarket Type1,DR,-65.74574
6.635,Non-Edible,0.0,Household,175.2396,1,Tier 3,Supermarket Type2,NC,627.32446
15.2,Non-Edible,0.0,Health and Hygiene,50.1034,2,Tier 3,Supermarket Type1,NC,589.739
6.57,Non-Edible,0.097077051,Household,191.68200000000002,2,Tier 2,Supermarket Type1,NC,589.739
15.5,Regular,0.100746785,Fruits and Vegetables,196.7768,0,Tier 2,Supermarket Type1,FD,-125.97979
11.0,Regular,0.057147255999999994,Fruits and Vegetables,242.2512,1,Tier 1,Supermarket Type1,FD,-125.97979
10.695,Low Fat,0.09673253300000001,Fruits and Vegetables,62.4536,2,Tier 3,Grocery Store,FD,11.409352
17.25,Low Fat,0.035262656,Dairy,92.412,2,Tier 2,Supermarket Type1,DR,-37.608574
14.65,Non-Edible,0.083343628,Household,163.6552,0,Tier 2,Supermarket Type1,NC,578.3331
9.3,Low Fat,0.089509222,Canned,145.7786,2,Tier 2,Supermarket Type1,FD,648.098
7.825,Low Fat,0.079790099,Meat,63.7826,2,Tier 2,Supermarket Type1,FD,-37.608574
14.1,Low Fat,0.143199389,Soft Drinks,120.14399999999999,0,Tier 1,Grocery Store,DR,-14.175525
7.67,Regular,0.026710788,Baking Goods,220.4456,1,Tier 3,Supermarket Type3,FD,-22.342669
6.69,Regular,0.036967784,Meat,175.037,1,Tier 1,Supermarket Type1,FD,-108.00443
20.1,Non-Edible,0.0,Health and Hygiene,62.6536,1,Tier 1,Supermarket Type1,NC,578.3331
14.85,Non-Edible,0.061323487999999995,Household,254.4698,2,Tier 2,Supermarket Type1,NC,589.739
11.395,Regular,0.06987064,Meat,234.9616,1,Tier 3,Supermarket Type2,FD,-23.91515
15.6,Low Fat,0.099731744,Fruits and Vegetables,177.937,0,Tier 1,Grocery Store,FD,-28.149696
18.6,Non-Edible,0.118363749,Others,56.1588,1,Tier 1,Supermarket Type1,NC,578.3331
10.195,Low Fat,0.0,Snack Foods,43.0428,2,Tier 2,Supermarket Type1,FD,-37.608574
13.5,Low Fat,0.094141186,Soft Drinks,188.1872,2,Tier 3,Supermarket Type1,DR,-37.608574
4.805,Regular,0.037692295,Dairy,127.0704,0,Tier 2,Supermarket Type1,FD,-108.00443
17.2,Regular,0.042124032,Canned,148.7418,2,Tier 3,Grocery Store,FD,793.4928
9.0,Low Fat,0.065381597,Snack Foods,177.137,2,Tier 2,Supermarket Type1,FD,-37.608574
19.75,Low Fat,0.020835893,Fruits and Vegetables,187.9872,2,Tier 3,Grocery Store,FD,11.409352
10.3,Low Fat,0.07886623,Baking Goods,177.937,1,Tier 1,Supermarket Type1,FD,-64.890816
15.6,Low Fat,0.0,Snack Foods,176.0054,2,Tier 2,Supermarket Type1,FD,-37.608574
16.1,Regular,0.160052329,Frozen Foods,35.3558,2,Tier 2,Supermarket Type1,FD,-45.134285
9.3,Low Fat,0.043853769,Hard Drinks,191.9846,1,Tier 1,Supermarket Type1,DR,-65.74574
12.867061281337076,Regular,0.083043068,Frozen Foods,246.5144,0,Tier 1,Grocery Store,FD,-22.342669
11.85,Regular,0.055945372,Baking Goods,53.2666,1,Tier 3,Supermarket Type2,FD,-23.91515
16.75,Low Fat,0.08178018599999999,Fruits and Vegetables,256.6988,2,Tier 2,Supermarket Type1,FD,-55.58394
18.85,Low Fat,0.055312384000000006,Baking Goods,131.4284,2,Tier 3,Supermarket Type1,FD,-37.608574
7.895,Regular,0.061299600999999995,Breakfast,55.4588,2,Tier 2,Supermarket Type1,FD,11.328682
19.85,Low Fat,0.04574024,Fruits and Vegetables,127.102,1,Tier 1,Supermarket Type1,FD,-82.86618
11.35,Regular,0.023303069,Dairy,185.4608,2,Tier 3,Supermarket Type1,FD,-45.134285
16.0,Low Fat,0.090337797,Dairy,140.3154,1,Tier 3,Supermarket Type2,FD,-1.6924334
11.65,Low Fat,0.039999537,Snack Foods,229.8694,2,Tier 2,Supermarket Type1,FD,-37.608574
16.5,Regular,0.06651942400000001,Breakfast,183.2292,1,Tier 3,Supermarket Type2,FD,40.222954
7.17,Regular,0.059678319,Fruits and Vegetables,129.5968,2,Tier 3,Supermarket Type1,FD,-63.109657
17.7,Regular,0.041015006,Fruits and Vegetables,82.6276,2,Tier 2,Supermarket Type1,FD,-63.109657
5.675,Regular,0.023629875,Snack Foods,156.2288,2,Tier 2,Supermarket Type1,FD,-45.134285
20.2,Low Fat,0.041976732,Dairy,54.4982,1,Tier 3,Supermarket Type3,DR,-6.6148977
17.2,Low Fat,0.15718294800000002,Meat,158.9578,2,Tier 2,Supermarket Type1,FD,-37.608574
9.6,Low Fat,0.09649269199999999,Soft Drinks,165.8158,2,Tier 2,Supermarket Type1,DR,-37.608574
16.75,Regular,0.0,Frozen Foods,141.5812,1,Tier 3,Supermarket Type3,FD,-22.342669
20.6,Low Fat,0.023489402000000003,Fruits and Vegetables,93.7778,1,Tier 1,Supermarket Type1,FD,-82.86618
10.195,Low Fat,0.16058846400000001,Frozen Foods,143.4154,1,Tier 3,Supermarket Type2,FD,-9.253067
9.395,Low Fat,0.035959521,Dairy,120.8782,1,Tier 3,Supermarket Type3,FD,-2.6137035
19.7,Low Fat,0.024795057000000002,Soft Drinks,82.2592,2,Tier 2,Supermarket Type1,DR,-37.608574
11.35,Low Fat,0.030855031,Snack Foods,49.7008,1,Tier 1,Supermarket Type1,FD,-64.890816
6.235,Non-Edible,0.020194535,Household,257.6962,0,Tier 2,Supermarket Type1,NC,578.3331
18.2,Low Fat,0.090410295,Fruits and Vegetables,196.21099999999998,2,Tier 2,Supermarket Type1,FD,-55.58394
15.6,Low Fat,0.04494821,Dairy,240.3854,2,Tier 3,Supermarket Type1,FD,-37.608574
7.785,Regular,0.038348445,Fruits and Vegetables,103.4964,2,Tier 2,Supermarket Type1,FD,-63.109657
18.85,Low Fat,0.141929473,Canned,169.9132,2,Tier 2,Supermarket Type1,FD,648.098
16.85,Low Fat,0.04466528,Fruits and Vegetables,184.9266,2,Tier 2,Supermarket Type1,FD,-55.58394
10.695,Regular,0.011490085,Snack Foods,72.0038,2,Tier 2,Supermarket Type1,FD,-45.134285
16.75,Non-Edible,0.075672596,Health and Hygiene,36.8532,2,Tier 3,Supermarket Type1,NC,589.739
9.6,Non-Edible,0.006698103,Household,165.8184,0,Tier 1,Supermarket Type1,NC,578.3331
18.7,Low Fat,0.014615718,Soft Drinks,52.4324,1,Tier 1,Supermarket Type1,DR,-62.24555
15.2,Low Fat,0.019034783,Snack Foods,238.4248,0,Tier 1,Supermarket Type1,FD,-64.890816
16.1,Regular,0.013651105,Fruits and Vegetables,106.7596,1,Tier 3,Supermarket Type2,FD,-41.890514
16.7,Regular,0.060998134,Baking Goods,97.2384,2,Tier 2,Supermarket Type1,FD,-45.134285
9.395,Regular,0.132314096,Frozen Foods,88.5198,2,Tier 2,Supermarket Type1,FD,-45.134285
10.5,Regular,0.048197900999999994,Dairy,48.3376,0,Tier 2,Supermarket Type1,FD,-108.00443
14.15,Low Fat,0.038063173,Starchy Foods,122.5046,1,Tier 3,Supermarket Type2,FD,114.99932
9.06,Non-Edible,0.009768131999999999,Others,211.456,2,Tier 3,Supermarket Type1,NC,589.739
12.987879554655919,Low Fat,0.02046897,Snack Foods,150.2734,1,Tier 3,Supermarket Type3,FD,-10.174335
13.224769381746881,Regular,0.118188689,Baking Goods,185.22400000000002,0,Tier 1,Grocery Store,FD,-22.342669
17.6,Low Fat,0.097612596,Dairy,88.1856,1,Tier 3,Supermarket Type2,DR,-5.6936293
8.43,Non-Edible,0.17805521600000002,Household,172.0422,2,Tier 2,Supermarket Type1,NC,589.739
7.81,Low Fat,0.067399162,Soft Drinks,246.2486,2,Tier 3,Supermarket Type1,DR,-37.608574
6.57,Non-Edible,0.09703119800000001,Household,192.882,1,Tier 1,Supermarket Type1,NC,578.3331
8.27,Non-Edible,0.018851756,Health and Hygiene,241.28799999999998,2,Tier 2,Supermarket Type1,NC,589.739
17.5,Regular,0.0,Baking Goods,101.0042,0,Tier 1,Grocery Store,FD,-22.342669
7.235,Non-Edible,0.077168705,Household,114.3492,1,Tier 3,Supermarket Type2,NC,627.32446
7.105,Non-Edible,0.044899636,Household,61.0562,2,Tier 2,Supermarket Type1,NC,589.739
5.21,Non-Edible,0.011054747,Household,259.5962,1,Tier 3,Supermarket Type2,NC,627.32446
14.6,Non-Edible,0.05949050400000001,Others,241.4538,0,Tier 1,Supermarket Type1,NC,578.3331
7.72,Low Fat,0.08700498,Fruits and Vegetables,75.8986,2,Tier 3,Grocery Store,FD,11.409352
10.5,Low Fat,0.047978201,Hard Drinks,156.8946,2,Tier 3,Supermarket Type1,DR,-41.108757
15.7,Low Fat,0.037307618,Soft Drinks,181.7634,2,Tier 2,Supermarket Type1,DR,-37.608574
8.3,Regular,0.0,Dairy,87.8198,2,Tier 3,Grocery Store,FD,89.167206
6.17,Low Fat,0.017794028,Meat,65.9826,2,Tier 3,Grocery Store,FD,29.38472
7.71,Regular,0.066868428,Snack Foods,55.4956,1,Tier 3,Supermarket Type2,FD,-23.91515
19.35,Low Fat,0.033218416,Soft Drinks,74.7696,1,Tier 3,Supermarket Type3,DR,-14.175525
8.895,Low Fat,0.136563316,Snack Foods,156.363,1,Tier 3,Supermarket Type3,FD,-10.174335
19.75,Regular,0.018125015,Frozen Foods,178.266,2,Tier 2,Supermarket Type1,FD,-45.134285
10.5,Regular,0.037581431,Snack Foods,130.1994,1,Tier 3,Supermarket Type3,FD,-22.342669
16.2,Low Fat,0.173192865,Canned,104.399,2,Tier 3,Grocery Store,FD,715.09125
9.285,Regular,0.049380234,Frozen Foods,245.4144,2,Tier 2,Supermarket Type1,FD,-45.134285
20.0,Non-Edible,0.0,Others,35.119,0,Tier 1,Supermarket Type1,NC,578.3331
16.35,Low Fat,0.020530851,Fruits and Vegetables,51.3324,2,Tier 3,Supermarket Type1,FD,-55.58394
19.35,Regular,0.021457551000000002,Fruits and Vegetables,121.3098,0,Tier 1,Supermarket Type1,FD,-125.97979
16.2,Low Fat,0.0,Frozen Foods,42.9454,2,Tier 3,Supermarket Type1,FD,-37.608574
15.35,Regular,0.055225368,Meat,149.1734,2,Tier 2,Supermarket Type1,FD,-45.134285
5.4,Non-Edible,0.048213839,Health and Hygiene,162.8526,2,Tier 2,Supermarket Type1,NC,589.739
6.785,Non-Edible,0.038956596,Household,114.6176,1,Tier 3,Supermarket Type3,NC,626.4032
10.395,Low Fat,0.030152986,Baking Goods,114.5176,0,Tier 2,Supermarket Type1,FD,-64.890816
12.8,Low Fat,0.069727079,Starchy Foods,263.6252,1,Tier 1,Supermarket Type1,FD,57.7252
5.59,Regular,0.056922987,Snack Foods,63.4168,2,Tier 2,Supermarket Type1,FD,-45.134285
11.395,Regular,0.069980785,Meat,234.4616,2,Tier 2,Supermarket Type1,FD,-45.134285
13.85,Low Fat,0.034541588,Hard Drinks,116.8492,2,Tier 3,Supermarket Type1,DR,-41.108757
12.85,Low Fat,0.0,Fruits and Vegetables,233.3642,2,Tier 2,Supermarket Type1,FD,-55.58394
15.6,Low Fat,0.04497714,Dairy,243.0854,0,Tier 2,Supermarket Type1,FD,-64.890816
10.5,Regular,0.010972718999999999,Snack Foods,164.0842,2,Tier 3,Supermarket Type1,FD,-45.134285
6.865,Low Fat,0.014015003,Soft Drinks,128.0652,1,Tier 1,Supermarket Type1,DR,-62.24555
10.895,Regular,0.032504504,Frozen Foods,143.8102,1,Tier 1,Supermarket Type1,FD,-108.00443
10.5,Regular,0.025132415,Fruits and Vegetables,218.8508,2,Tier 2,Supermarket Type1,FD,-63.109657
13.42606890459367,Non-Edible,0.012040955,Others,188.253,1,Tier 3,Supermarket Type3,NC,626.4032
16.5,Low Fat,0.129368491,Fruits and Vegetables,185.3898,1,Tier 3,Supermarket Type3,FD,-28.149696
11.35,Regular,0.045236995999999995,Snack Foods,103.1016,2,Tier 2,Supermarket Type1,FD,-45.134285
19.75,Non-Edible,0.014298621999999999,Household,102.5332,0,Tier 2,Supermarket Type1,NC,578.3331
7.565,Low Fat,0.075511074,Starchy Foods,192.282,1,Tier 3,Supermarket Type3,FD,114.07804
16.2,Regular,0.0,Frozen Foods,175.637,1,Tier 3,Supermarket Type2,FD,-23.91515
7.565,Non-Edible,0.054595405,Health and Hygiene,55.693000000000005,2,Tier 3,Supermarket Type1,NC,589.739
4.92,Low Fat,0.0,Baking Goods,200.3084,0,Tier 2,Supermarket Type1,FD,-64.890816
13.142313953488392,Low Fat,0.154065962,Dairy,229.3668,0,Tier 1,Grocery Store,DR,-6.6148977
13.6,Non-Edible,0.009993163000000001,Household,177.637,0,Tier 1,Supermarket Type1,NC,578.3331
19.2,Regular,0.084934509,Canned,154.9314,0,Tier 2,Supermarket Type1,FD,606.21136
6.135,Low Fat,0.01148374,Dairy,163.4526,1,Tier 3,Supermarket Type3,DR,-6.6148977
19.2,Non-Edible,0.041193522,Household,131.731,2,Tier 3,Supermarket Type1,NC,589.739
8.05,Regular,0.16493563,Dairy,115.5518,1,Tier 1,Supermarket Type1,FD,-108.00443
14.85,Regular,0.059013051,Fruits and Vegetables,159.7578,2,Tier 3,Grocery Store,FD,63.631226
14.6,Non-Edible,0.059525627000000005,Household,182.1976,2,Tier 2,Supermarket Type1,NC,589.739
12.85,Non-Edible,0.053552399,Health and Hygiene,184.6608,2,Tier 2,Supermarket Type1,NC,589.739
10.395,Regular,0.036882977000000004,Meat,228.1352,0,Tier 1,Supermarket Type1,FD,-108.00443
15.85,Regular,0.20358823899999998,Baking Goods,61.622,2,Tier 3,Grocery Store,FD,81.60658
17.0,Regular,0.04447084900000001,Canned,143.64700000000002,2,Tier 3,Grocery Store,FD,793.4928
7.64,Regular,0.070814401,Snack Foods,92.412,1,Tier 1,Supermarket Type1,FD,-108.00443
13.3,Low Fat,0.063825112,Frozen Foods,149.2708,1,Tier 3,Supermarket Type2,FD,-9.253067
15.0,Non-Edible,0.075167462,Health and Hygiene,138.5838,2,Tier 3,Grocery Store,NC,653.6019
21.1,Regular,0.020835848,Breakfast,129.7994,2,Tier 2,Supermarket Type1,FD,11.328682
17.2,Regular,0.025145837999999997,Canned,146.6418,2,Tier 3,Supermarket Type1,FD,666.75195
6.4,Low Fat,0.085098856,Frozen Foods,42.0796,1,Tier 3,Supermarket Type2,FD,-9.253067
19.7,Low Fat,0.038704546,Hard Drinks,125.7362,2,Tier 3,Supermarket Type1,DR,-41.108757
7.785,Regular,0.03812554,Fruits and Vegetables,106.7964,0,Tier 2,Supermarket Type1,FD,-125.97979
7.435,Low Fat,0.122814466,Starchy Foods,207.5638,0,Tier 2,Supermarket Type1,FD,57.7252
13.1,Low Fat,0.075092011,Dairy,73.2354,2,Tier 2,Supermarket Type1,FD,-37.608574
9.6,Regular,0.022259937,Breads,103.999,2,Tier 3,Supermarket Type1,FD,822.2957
8.115,Regular,0.032132105,Canned,155.4972,2,Tier 3,Supermarket Type1,FD,666.75195
16.6,Low Fat,0.026578464,Frozen Foods,55.0614,1,Tier 1,Supermarket Type1,FD,-64.890816
8.21,Low Fat,0.01082531,Hard Drinks,150.2392,2,Tier 2,Supermarket Type1,DR,-41.108757
6.655,Low Fat,0.017027915,Fruits and Vegetables,211.0586,1,Tier 3,Supermarket Type2,FD,-27.228428
12.8,Regular,0.079199274,Dairy,184.6608,1,Tier 1,Supermarket Type1,FD,-108.00443
11.6,Regular,0.099912754,Baking Goods,88.6856,1,Tier 3,Supermarket Type3,FD,-22.342669
19.35,Regular,0.058371695999999994,Fruits and Vegetables,237.1564,2,Tier 2,Supermarket Type1,FD,-63.109657
7.76,Low Fat,0.09934348400000001,Snack Foods,98.17,2,Tier 3,Grocery Store,FD,29.38472
7.575,Low Fat,0.055703431,Dairy,195.3768,2,Tier 2,Supermarket Type1,FD,-37.608574
11.35,Regular,0.063483863,Dairy,85.9856,1,Tier 3,Supermarket Type2,FD,-16.354525
10.0,Non-Edible,0.0,Health and Hygiene,118.744,2,Tier 3,Supermarket Type1,NC,589.739
15.85,Regular,0.122320725,Baking Goods,58.022,2,Tier 2,Supermarket Type1,FD,-45.134285
12.65,Low Fat,0.062988082,Soft Drinks,160.6578,1,Tier 1,Supermarket Type1,DR,-62.24555
18.1,Low Fat,0.022445019,Fruits and Vegetables,97.0094,2,Tier 2,Supermarket Type1,FD,-55.58394
12.35,Regular,0.038493141,Fruits and Vegetables,110.95700000000001,0,Tier 2,Supermarket Type1,FD,-125.97979
18.75,Low Fat,0.023937034,Dairy,100.4042,1,Tier 3,Supermarket Type2,DR,-5.6936293
16.5,Low Fat,0.05806439099999999,Dairy,145.1128,1,Tier 3,Supermarket Type3,FD,-2.6137035
16.7,Non-Edible,0.010956581000000002,Household,259.9962,1,Tier 3,Supermarket Type3,NC,626.4032
9.1,Regular,0.008067116,Frozen Foods,79.9618,1,Tier 3,Supermarket Type2,FD,-23.91515
11.0,Regular,0.087774037,Frozen Foods,156.66299999999998,2,Tier 3,Supermarket Type1,FD,-45.134285
12.15,Non-Edible,0.13260329699999998,Health and Hygiene,35.3532,0,Tier 1,Grocery Store,NC,626.4032
13.35,Regular,0.014686484,Canned,206.3638,1,Tier 3,Supermarket Type2,FD,690.30066
20.0,Regular,0.028123752999999998,Fruits and Vegetables,43.2744,0,Tier 1,Supermarket Type1,FD,-125.97979
8.775,Low Fat,0.021725581,Fruits and Vegetables,109.2228,2,Tier 2,Supermarket Type1,FD,-55.58394
11.0,Regular,0.046432792,Canned,94.912,0,Tier 1,Grocery Store,FD,691.87317
8.93,Low Fat,0.028474903,Dairy,152.334,2,Tier 2,Supermarket Type1,DR,-37.608574
15.75,Low Fat,0.165700218,Dairy,37.7506,2,Tier 3,Supermarket Type1,DR,-37.608574
6.48,Non-Edible,0.128458176,Others,67.8142,0,Tier 1,Grocery Store,NC,626.4032
14.1,Low Fat,0.038267861,Dairy,62.0852,1,Tier 3,Supermarket Type3,FD,-2.6137035
8.645,Low Fat,0.02156804,Canned,52.8982,2,Tier 3,Supermarket Type1,FD,648.098
9.395,Regular,0.131460394,Frozen Foods,85.2198,2,Tier 3,Supermarket Type1,FD,-45.134285
13.1,Low Fat,0.074877667,Dairy,76.6354,2,Tier 3,Supermarket Type1,FD,-37.608574
6.445,Regular,0.121838154,Meat,235.8616,0,Tier 1,Grocery Store,FD,-22.342669
7.645,Regular,0.06665054,Snack Foods,41.1112,2,Tier 3,Supermarket Type1,FD,-45.134285
7.63,Regular,0.134709764,Snack Foods,44.8402,0,Tier 1,Supermarket Type1,FD,-108.00443
6.61,Regular,0.029011725,Snack Foods,185.9898,0,Tier 1,Supermarket Type1,FD,-108.00443
13.224769381746881,Non-Edible,0.016032698999999997,Household,194.8478,1,Tier 3,Supermarket Type3,NC,626.4032
4.59,Regular,0.047261392,Dairy,213.5876,1,Tier 3,Supermarket Type3,FD,-14.782046
12.6,Low Fat,0.10937902199999999,Dairy,45.4428,1,Tier 3,Supermarket Type3,DR,-6.6148977
19.25,Regular,0.058604732,Frozen Foods,85.5908,2,Tier 2,Supermarket Type1,FD,-45.134285
15.35,Regular,0.055425340999999996,Meat,149.3734,2,Tier 2,Supermarket Type1,FD,-45.134285
20.5,Low Fat,0.036213591,Fruits and Vegetables,122.3756,2,Tier 2,Supermarket Type1,FD,-55.58394
6.17,Non-Edible,0.047486615,Household,180.06599999999997,1,Tier 3,Supermarket Type3,NC,626.4032
11.35,Low Fat,0.126021818,Hard Drinks,253.204,0,Tier 1,Grocery Store,DR,-17.675705
7.905,Low Fat,0.054976522,Frozen Foods,109.7254,0,Tier 2,Supermarket Type1,FD,-64.890816
15.75,Non-Edible,0.0,Health and Hygiene,42.9086,0,Tier 1,Grocery Store,NC,626.4032
10.1,Non-Edible,0.030331567,Health and Hygiene,153.7656,1,Tier 3,Supermarket Type2,NC,627.32446
8.395,Low Fat,0.11809199199999999,Snack Foods,132.6626,0,Tier 1,Grocery Store,FD,-10.174335
8.395,Low Fat,0.037051812,Soft Drinks,182.8634,1,Tier 3,Supermarket Type3,DR,-14.175525
18.7,Low Fat,0.057537445,Dairy,86.3566,0,Tier 1,Supermarket Type1,FD,-64.890816
7.275,Low Fat,0.028061488,Snack Foods,145.076,1,Tier 3,Supermarket Type2,FD,-9.253067
16.75,Low Fat,0.061986186,Starchy Foods,35.6532,1,Tier 3,Supermarket Type3,FD,114.07804
14.5,Non-Edible,0.019475371000000002,Others,163.621,0,Tier 1,Supermarket Type1,NC,578.3331
17.25,Low Fat,0.042307304000000004,Dairy,171.1764,1,Tier 1,Supermarket Type1,DR,-62.24555
20.2,Non-Edible,0.11295655199999999,Household,124.9046,2,Tier 2,Supermarket Type1,NC,589.739
12.15,Non-Edible,0.029517792,Household,114.815,0,Tier 2,Supermarket Type1,NC,578.3331
20.2,Low Fat,0.073078549,Frozen Foods,109.6912,0,Tier 1,Grocery Store,FD,-10.174335
12.5,Regular,0.062291550999999994,Baking Goods,197.1426,2,Tier 3,Supermarket Type1,FD,-45.134285
13.42606890459367,Low Fat,0.065491357,Frozen Foods,148.705,1,Tier 3,Supermarket Type3,FD,-10.174335
11.5,Low Fat,0.014860557,Starchy Foods,174.00799999999998,0,Tier 1,Supermarket Type1,FD,57.7252
11.3,Low Fat,0.056664709,Baking Goods,248.0118,1,Tier 3,Supermarket Type2,FD,-9.253067
12.8,Regular,0.11383293900000001,Breads,138.4838,0,Tier 2,Supermarket Type1,FD,773.4229
6.895,Low Fat,0.022460575,Meat,142.9812,0,Tier 1,Supermarket Type1,FD,-64.890816
12.85,Low Fat,0.030616732999999997,Starchy Foods,251.704,0,Tier 1,Supermarket Type1,FD,57.7252
5.175,Regular,0.033392905,Frozen Foods,73.5354,1,Tier 3,Supermarket Type3,FD,-22.342669
16.85,Low Fat,0.04459498,Fruits and Vegetables,183.1266,1,Tier 3,Supermarket Type2,FD,-27.228428
17.85,Regular,0.046872134,Fruits and Vegetables,122.3388,2,Tier 2,Supermarket Type1,FD,-63.109657
8.365,Low Fat,0.07178670599999999,Hard Drinks,39.3506,2,Tier 3,Supermarket Type1,DR,-41.108757
9.395,Low Fat,0.103912541,Snack Foods,234.2932,1,Tier 1,Supermarket Type1,FD,-64.890816
15.85,Low Fat,0.025484041000000002,Soft Drinks,143.8102,0,Tier 1,Grocery Store,DR,-14.175525
13.65,Low Fat,0.026632476000000002,Breads,231.9668,2,Tier 3,Grocery Store,FD,880.99164
7.3,Regular,0.094279524,Fruits and Vegetables,89.7856,0,Tier 1,Grocery Store,FD,-40.318035
13.35,Low Fat,0.032311584,Meat,63.3194,1,Tier 3,Supermarket Type2,FD,-9.253067
6.44,Regular,0.09384019800000001,Fruits and Vegetables,86.8882,1,Tier 3,Supermarket Type3,FD,-40.318035
13.224769381746881,Low Fat,0.14066805599999999,Dairy,264.4884,1,Tier 3,Supermarket Type3,FD,-2.6137035
20.2,Non-Edible,0.066305026,Household,62.351000000000006,2,Tier 2,Supermarket Type1,NC,589.739
10.5,Low Fat,0.019079308,Soft Drinks,187.524,1,Tier 1,Supermarket Type1,DR,-62.24555
12.6,Low Fat,0.024174597000000003,Dairy,33.2874,2,Tier 3,Supermarket Type1,FD,-37.608574
18.35,Low Fat,0.088889913,Snack Foods,114.1518,1,Tier 3,Supermarket Type3,FD,-10.174335
10.1,Low Fat,0.032096024,Canned,51.1008,0,Tier 2,Supermarket Type1,FD,623.1453
14.1,Low Fat,0.06686333700000001,Snack Foods,197.9084,0,Tier 2,Supermarket Type1,FD,-64.890816
17.75,Non-Edible,0.036464157999999997,Household,180.1318,1,Tier 3,Supermarket Type3,NC,626.4032
7.63,Regular,0.13547173699999998,Snack Foods,45.2402,2,Tier 2,Supermarket Type1,FD,-45.134285
13.8,Regular,0.057194086,Snack Foods,233.6984,2,Tier 2,Supermarket Type1,FD,-45.134285
8.35,Regular,0.127127013,Frozen Foods,75.4354,2,Tier 2,Supermarket Type1,FD,-45.134285
20.2,Regular,0.1328021,Snack Foods,82.4908,0,Tier 1,Grocery Store,FD,-22.342669
12.867061281337076,Non-Edible,0.069080314,Household,89.6146,1,Tier 3,Supermarket Type3,NC,626.4032
20.25,Regular,0.018843242,Fruits and Vegetables,221.6772,2,Tier 2,Supermarket Type1,FD,-63.109657
8.575,Regular,0.071992202,Dairy,196.0794,2,Tier 2,Supermarket Type1,FD,-45.134285
17.85,Low Fat,0.052133440999999996,Snack Foods,120.6072,2,Tier 3,Supermarket Type1,FD,-37.608574
5.615,Non-Edible,0.126024084,Health and Hygiene,124.573,2,Tier 2,Supermarket Type1,NC,589.739
12.15,Non-Edible,0.145335007,Health and Hygiene,224.9404,2,Tier 2,Supermarket Type1,NC,589.739
5.095,Low Fat,0.088574755,Canned,145.4786,1,Tier 3,Supermarket Type3,FD,677.8618
7.56,Low Fat,0.06387000799999999,Frozen Foods,154.563,1,Tier 1,Supermarket Type1,FD,-64.890816
15.35,Regular,0.063704181,Frozen Foods,83.6566,1,Tier 3,Supermarket Type3,FD,-22.342669
10.8,Low Fat,0.08288617,Dairy,189.9504,1,Tier 3,Supermarket Type2,FD,-1.6924334
16.2,Regular,0.12914868699999998,Frozen Foods,176.33700000000002,2,Tier 2,Supermarket Type1,FD,-45.134285
13.0,Regular,0.070301658,Snack Foods,65.5484,0,Tier 1,Supermarket Type1,FD,-108.00443
9.5,Low Fat,0.0,Hard Drinks,225.0088,0,Tier 2,Supermarket Type1,DR,-65.74574
